T_FD[K],N_FD
1.18168859076205e-5,8163345.44867924
1.18083874592601e-5,8162466.5377393
1.17998883621561e-5,8161586.94065473
1.179138861569e-5,8160706.65633692
1.17828882192389e-5,8159825.68369426
1.17743871721765e-5,8158944.02163222
1.1765885473873e-5,8158061.66905341
1.17573831236961e-5,8157178.62485762
1.17488801209782e-5,8156294.88793804
1.17403764651171e-5,8155410.45719291
1.17318721554762e-5,8154525.33151397
1.17233671914187e-5,8153639.50979037
1.17148615723079e-5,8152752.99090877
1.17063552974754e-5,8151865.77374952
1.16978483662868e-5,8150977.85719442
1.16893407781431e-5,8150089.24012678
1.16808325323489e-5,8149199.92141612
1.16723236282777e-5,8148309.8999374
1.1663814065307e-5,8147419.17456344
1.16553038427528e-5,8146527.7441573
1.16467929600018e-5,8145635.60758764
1.16382814163808e-5,8144742.76371353
1.16297692112552e-5,8143849.21139592
1.16212563439646e-5,8142954.94949011
1.16127428138561e-5,8142059.97684958
1.16042286202845e-5,8141164.29232611
1.15957137625806e-5,8140267.89476598
1.15871982400847e-5,8139370.7830139
1.15786820521463e-5,8138472.95591299
1.15701651981255e-5,8137574.4123049
1.15616476773286e-5,8136675.1510223
1.15531294891377e-5,8135775.17090403
1.15446106328509e-5,8134874.47077633
1.1536091107811e-5,8133973.04946797
1.15275709133736e-5,8133070.90580653
1.15190500488767e-5,8132168.03861472
1.15105285136407e-5,8131264.44671044
1.15020063069695e-5,8130360.12890689
1.14934834282458e-5,8129455.08402379
1.14849598767737e-5,8128549.31086878
1.14764356518742e-5,8127642.80824874
1.14679107528857e-5,8126735.57496979
1.14593851791333e-5,8125827.60983364
1.14508589299293e-5,8124918.9116377
1.14423320046053e-5,8124009.47917882
1.14338044024816e-5,8123099.31124967
1.14252761228675e-5,8122188.4066388
1.14167471650937e-5,8121276.76413441
1.14082175284815e-5,8120364.38252071
1.13996872123431e-5,8119451.26057799
1.13911562160139e-5,8118537.3970864
1.13826245387911e-5,8117622.79081863
1.13740921799957e-5,8116707.44054732
1.13655591389123e-5,8115791.34503786
1.13570254148816e-5,8114874.50305936
1.13484910072085e-5,8113956.91337382
1.13399559151945e-5,8113038.57473978
1.13314201381374e-5,8112119.48591246
1.13228836753631e-5,8111199.64564744
1.13143465261648e-5,8110279.05269345
1.13058086898348e-5,8109357.70579608
1.1297270165695e-5,8108435.60370151
1.12887309530371e-5,8107512.74514929
1.12801910511535e-5,8106589.12887603
1.12716504593683e-5,8105664.75361914
1.12631091769476e-5,8104739.61810602
1.12545672031906e-5,8103813.72106496
1.12460245373996e-5,8102887.06122165
1.12374811788813e-5,8101959.63729921
1.12289371268878e-5,8101031.44801109
1.12203923807363e-5,8100102.4920755
1.12118469397204e-5,8099172.76820475
1.12033008031112e-5,8098242.27510529
1.1194753970217e-5,8097311.01148497
1.11862064402954e-5,8096378.97604237
1.11776582126427e-5,8095446.1674776
1.11691092865354e-5,8094512.58448525
1.11605596612607e-5,8093578.22575804
1.11520093360873e-5,8092643.08998327
1.11434583102963e-5,8091707.17584656
1.11349065831518e-5,8090770.48202828
1.11263541539604e-5,8089833.00721078
1.11178010219557e-5,8088894.75006427
1.11092471864437e-5,8087955.70926461
1.11006926466879e-5,8087015.88347922
1.10921374019394e-5,8086075.27137072
1.10835814514945e-5,8085133.87160407
1.1075024794581e-5,8084191.68283252
1.10664674305023e-5,8083248.70371532
1.10579093584947e-5,8082304.93290022
1.10493505778428e-5,8081360.36903757
1.10407910877946e-5,8080415.0107699
1.10322308876189e-5,8079468.85673904
1.10236699765497e-5,8078521.90557912
1.10151083538721e-5,8077574.15592724
1.10065460188372e-5,8076625.606413
1.09979829706923e-5,8075676.25566208
1.09894192086811e-5,8074726.1022964
1.09808547320726e-5,8073775.14493757
1.09722895401059e-5,8072823.3822001
1.09637236320189e-5,8071870.81269496
1.0955157007077e-5,8070917.43503308
1.09465896644904e-5,8069963.24781508
1.09380216035261e-5,8069008.24964521
1.09294528234529e-5,8068052.43912448
1.0920883323487e-5,8067095.81484386
1.09123131028482e-5,8066138.37539129
1.09037421607883e-5,8065180.11935517
1.08951704965641e-5,8064221.04532106
1.08865981093833e-5,8063261.15186483
1.08780249984879e-5,8062300.43756309
1.08694511631274e-5,8061338.90098986
1.08608766025048e-5,8060376.54070976
1.08523013158596e-5,8059413.35528841
1.08437253024139e-5,8058449.34328567
1.08351485614006e-5,8057484.50325914
1.08265710920371e-5,8056518.83376085
1.08179928935527e-5,8055552.33334076
1.08094139651633e-5,8054585.00054341
1.08008343060984e-5,8053616.83391146
1.07922539155753e-5,8052647.83198238
1.07836727928002e-5,8051677.99328852
1.07750909369954e-5,8050707.31636062
1.0766508347374e-5,8049735.79972448
1.07579250231399e-5,8048763.4419011
1.07493409635163e-5,8047790.24141014
1.07407561676924e-5,8046816.19676323
1.07321706349046e-5,8045841.30647423
1.07235843643311e-5,8044865.56904583
1.07149973551722e-5,8043888.98297975
1.07064096066511e-5,8042911.54677681
1.06978211179618e-5,8041933.25893036
1.0689231888297e-5,8040954.11792968
1.06806419168744e-5,8039974.12226346
1.06720512028596e-5,8038993.27040986
1.06634597454714e-5,8038011.56084998
1.06548675439042e-5,8037028.9920579
1.06462745973289e-5,8036045.56250088
1.06376809049465e-5,8035061.27064602
1.06290864659361e-5,8034076.11495375
1.06204912795082e-5,8033090.09388457
1.06118953448277e-5,8032103.20588923
1.0603298661067e-5,8031115.44941542
1.05947012274321e-5,8030126.82291118
1.05861030430866e-5,8029137.32481513
1.0577504107204e-5,8028146.95356314
1.05689044189685e-5,8027155.70758845
1.0560303977576e-5,8026163.58532173
1.05517027821584e-5,8025170.58518143
1.05431008319123e-5,8024176.70559018
1.05344981259975e-5,8023181.94496187
1.05258946635893e-5,8022186.30170824
1.05172904438539e-5,8021189.77423577
1.05086854659744e-5,8020192.360949
1.05000797290768e-5,8019194.06024093
1.0491473232356e-5,8018194.87050934
1.04828659749517e-5,8017194.79014067
1.04742579560243e-5,8016193.81751987
1.04656491747311e-5,8015191.95102729
1.04570396302269e-5,8014189.18903874
1.04484293216654e-5,8013185.52992565
1.04398182481997e-5,8012180.97205513
1.04312064089593e-5,8011175.51378694
1.04225938031242e-5,8010169.15348315
1.04139804298034e-5,8009161.8894923
1.04053662881587e-5,8008153.72016546
1.03967513773318e-5,8007144.6438468
1.03881356964699e-5,8006134.65887685
1.03795192447269e-5,8005123.76359265
1.03709020212153e-5,8004111.95632146
1.03622840250565e-5,8003099.2353873
1.03536652554054e-5,8002085.5991142
1.03450457114034e-5,8001071.04581997
1.03364253921549e-5,8000055.57381315
1.03278042968011e-5,7999039.18140263
1.03191824244726e-5,7998021.86689146
1.03105597742905e-5,7997003.62857693
1.03019363453675e-5,7995984.46475074
1.02933121368329e-5,7994964.37370224
1.02846871478096e-5,7993943.3537154
1.02760613773914e-5,7992921.40306581
1.02674348247157e-5,7991898.5200302
1.02588074888927e-5,7990874.70287717
1.02501793690308e-5,7989849.94987045
1.02415504642372e-5,7988824.25926898
1.02329207736194e-5,7987797.62932711
1.02242902963093e-5,7986770.05829777
1.02156590313709e-5,7985741.54442018
1.02070269779182e-5,7984712.08593553
1.01983941350696e-5,7983681.68108086
1.01897605019023e-5,7982650.32808303
1.01811260775233e-5,7981618.02516809
1.0172490861024e-5,7980584.77055527
1.01638548515046e-5,7979550.56246017
1.01552180480518e-5,7978515.3990918
1.01465804497404e-5,7977479.27865275
1.01379420556797e-5,7976442.19934541
1.01293028649239e-5,7975404.15935989
1.01206628765866e-5,7974365.15688943
1.01120220897282e-5,7973325.19011522
1.01033805034484e-5,7972284.25721883
1.0094738116796e-5,7971242.35637002
1.0086094928861e-5,7970199.48573921
1.00774509387305e-5,7969155.64349139
1.00688061454445e-5,7968110.82778027
1.00601605481098e-5,7967065.03676354
1.00515141457665e-5,7966018.26858485
1.00428669374785e-5,7964970.52138605
1.00342189223128e-5,7963921.79330431
1.002557009934e-5,7962872.08247225
1.00169204676137e-5,7961821.38701504
1.00082700261938e-5,7960769.70505361
9.99961877412551e-6,7959717.03470173
9.99096671048463e-6,7958663.37407221
9.98231383429069e-6,7957608.72126497
9.9736601446182e-6,7956553.07438224
9.96500564050981e-6,7955496.4315167
9.95635032099964e-6,7954438.7907546
9.94769418513634e-6,7953380.15017893
9.93903723196239e-6,7952320.50786654
9.93037946051536e-6,7951259.86188832
9.92172086982922e-6,7950198.21030933
9.91306145893551e-6,7949135.55118896
9.90440122686463e-6,7948071.88258108
9.89574017264703e-6,7947007.20253418
9.88707829531449e-6,7945941.50909151
9.87841559390125e-6,7944874.80029126
9.86975206742396e-6,7943807.07416373
9.86108771490435e-6,7942738.32873446
9.85242253534919e-6,7941668.56202142
9.84375652779406e-6,7940597.77204107
9.83508969126203e-6,7939525.95680257
9.82642202474395e-6,7938453.11430512
9.8177535272632e-6,7937379.24254679
9.80908419781358e-6,7936304.33951598
9.80041403542381e-6,7935228.40320032
9.79174303907476e-6,7934151.43157513
9.78307120778473e-6,7933073.42261527
9.77439854054786e-6,7931994.37428655
9.7657250363772e-6,7930914.28455172
9.75705069424369e-6,7929833.15136192
9.74837551316061e-6,7928750.97266843
9.73969949210187e-6,7927667.74641125
9.73102263006556e-6,7926583.47052797
9.72234492603387e-6,7925498.14294813
9.71366637899514e-6,7924411.76159627
9.70498698794508e-6,7923324.32439212
9.69630675184724e-6,7922235.82924497
9.68762566967543e-6,7921146.27405966
9.6789437404149e-6,7920055.65673667
9.67026096302314e-6,7918963.97516663
9.66157733649204e-6,7917871.22723901
9.65289285978853e-6,7916777.41083375
9.64420753185613e-6,7915682.52382148
9.6355213516768e-6,7914586.56407215
9.62683431821188e-6,7913489.52944674
9.61814643040365e-6,7912391.41779741
9.60945768723672e-6,7911292.22697617
9.60076808763958e-6,7910191.95482096
9.59207763056595e-6,7909090.59916705
9.58338631497613e-6,7907988.15784449
9.57469413981854e-6,7906884.62867537
9.56600110403138e-6,7905780.00947409
9.55730720656371e-6,7904674.2980503
9.54861244635722e-6,7903567.49220629
9.53991682234774e-6,7902459.58973719
9.53122033346673e-6,7901350.58843113
9.52252297864279e-6,7900240.48606945
9.51382475680315e-6,7899129.28042687
9.50512566689454e-6,7898016.96927447
9.49642570782639e-6,7896903.55037153
9.48772487853064e-6,7895789.02147404
9.47902317792445e-6,7894673.38032937
9.47032060491187e-6,7893556.62467646
9.46161715842376e-6,7892438.75225152
9.45291283738083e-6,7891319.7607827
9.4442076406761e-6,7890199.64798755
9.43550156723388e-6,7889078.41158146
9.42679461595393e-6,7887956.04926962
9.41808678573225e-6,7886832.55874994
9.40937807546262e-6,7885707.9377133
9.40066848405703e-6,7884582.18384642
9.39195801040937e-6,7883455.29482663
9.38324665341602e-6,7882327.26832479
9.3745344119586e-6,7881198.10200278
9.3658212849244e-6,7880067.79351641
9.35710727120786e-6,7878936.34051564
9.34839236969354e-6,7877803.74064206
9.33967657925773e-6,7876669.99152909
9.33095989877024e-6,7875535.0908022
9.32224232711443e-6,7874399.03608183
9.31352386315189e-6,7873261.8249782
9.30480450576102e-6,7872123.45509688
9.29608425380182e-6,7870983.92403366
9.28736310613601e-6,7869843.22937744
9.27864106162861e-6,7868701.36871042
9.26991811914956e-6,7867558.33960834
9.26119427753904e-6,7866414.13963534
9.25246953566374e-6,7865268.76635219
9.24374389236405e-6,7864122.21730851
9.23501734649208e-6,7862974.49004832
9.2262898968952e-6,7861825.58210758
9.21756154241777e-6,7860675.49101445
9.20883228190291e-6,7859524.21428948
9.20010211417634e-6,7858371.74944319
9.19137103808386e-6,7857218.09398162
9.18263905243961e-6,7856063.2453986
9.17390615609897e-6,7854907.20118653
9.16517234787147e-6,7853749.95882344
9.15643762657595e-6,7852591.51578115
9.14770199104219e-6,7851431.86952545
9.13896544007741e-6,7850271.01751111
9.13022797250335e-6,7849108.95718737
9.1214895871229e-6,7847945.68599292
9.11275028275695e-6,7846781.20136136
9.10401005821121e-6,7845615.50071625
9.09526891229549e-6,7844448.58147389
9.08652684379091e-6,7843280.44103846
9.07778385150374e-6,7842111.07680998
9.0690399342325e-6,7840940.48617938
9.06029509076992e-6,7839768.66652876
9.0515493199048e-6,7838595.6152316
9.04280262042389e-6,7837421.32965307
9.03405499109675e-6,7836245.80714766
9.02530643071177e-6,7835069.0450646
9.01655693806083e-6,7833891.04074547
9.0078065118905e-6,7832711.79151689
8.99905515098864e-6,7831531.29470346
8.99030285411863e-6,7830349.54761784
8.98154962005503e-6,7829166.54756611
8.97279544755194e-6,7827982.29184292
8.96404033537847e-6,7826796.77773684
8.9552842822706e-6,7825610.00252302
8.94652728699987e-6,7824421.9634736
8.93776934830867e-6,7823232.65784777
8.92901046494556e-6,7822042.08289722
8.92025063565068e-6,7820850.23586377
8.91148985917423e-6,7819657.11398222
8.90272813424555e-6,7818462.71447555
8.89396545960803e-6,7817267.03456026
8.88520183398833e-6,7816070.07144157
8.87643725609858e-6,7814871.82231378
8.86767172468719e-6,7813672.28436794
8.85890523845958e-6,7812471.45477973
8.85013779614523e-6,7811269.33071966
8.84136939646723e-6,7810065.90934839
8.83260003812838e-6,7808861.18781452
8.82382971982943e-6,7807655.16325738
8.81505844028721e-6,7806447.83280978
8.8062861982046e-6,7805239.19359331
8.79751299227277e-6,7804029.24271869
8.78873882120516e-6,7802817.97729096
8.77996368367596e-6,7801605.3943999
8.7711875783859e-6,7800391.49113021
8.76241050401677e-6,7799176.26455442
8.75363245926518e-6,7797959.71173805
8.74485344279754e-6,7796741.8297326
8.73607345329948e-6,7795522.61558322
8.72729248943094e-6,7794302.0663216
8.71851054987535e-6,7793080.17897366
8.70972763329499e-6,7791856.95055252
8.70094373834888e-6,7790632.37806126
8.69215886369502e-6,7789406.45849321
8.68337300800804e-6,7788179.18883465
8.67458616991976e-6,7786950.56605553
8.66579834808324e-6,7785720.58711938
8.65700954115941e-6,7784489.24898122
8.64821974777362e-6,7783256.54858068
8.63942896657903e-6,7782022.48285192
8.63063719621312e-6,7780787.04871672
8.62184443530014e-6,7779550.24308488
8.61305068246868e-6,7778312.06285686
8.60425593633882e-6,7777072.50492177
8.59546019553959e-6,7775831.56616006
8.58666345869623e-6,7774589.24344145
8.5778657244176e-6,7773345.53362292
8.56906699131367e-6,7772100.43355141
8.56026725799783e-6,7770853.94006414
8.55146652307443e-6,7769606.04998657
8.54266478512648e-6,7768356.76013047
8.53386204277722e-6,7767106.06730354
8.52505829460393e-6,7765853.96829576
8.51625353919946e-6,7764600.45988909
8.50744777514526e-6,7763345.5388531
8.49864100102854e-6,7762089.20194771
8.48983321543012e-6,7760831.44592117
8.48102441692691e-6,7759572.26751041
8.47221460408005e-6,7758311.6634391
8.46340377546639e-6,7757049.63042261
8.45459192963765e-6,7755786.16516147
8.44577906516625e-6,7754521.26434863
8.43696518060469e-6,7753254.92466287
8.42815027450257e-6,7751987.14277155
8.41933434542341e-6,7750717.9153332
8.41051739189028e-6,7749447.23898874
8.4016994124596e-6,7748175.11037332
8.39288040566688e-6,7746901.52610751
8.38406037004363e-6,7745626.48279998
8.37523930412003e-6,7744349.97704788
8.36641720641357e-6,7743072.00543494
8.35759407545971e-6,7741792.56453639
8.34876990977258e-6,7740511.65091254
8.33994470786178e-6,7739229.26111142
8.3311184682351e-6,7737945.3916692
8.32229118940121e-6,7736660.03911058
8.31346286985858e-6,7735373.19994687
8.30463350811204e-6,7734084.87067872
8.29580310266175e-6,7732795.04779421
8.28697165197865e-6,7731503.72776475
8.27813915456206e-6,7730210.90705453
8.26930560890134e-6,7728916.58211413
8.26047101346523e-6,7727620.74937873
8.25163536671843e-6,7726323.40527074
8.24279866713789e-6,7725024.54620246
8.23396091320206e-6,7723724.16857425
8.2251221033535e-6,7722422.2687683
8.21628223605559e-6,7721118.84315789
8.20744130976854e-6,7719813.88810344
8.19859932293893e-6,7718507.39995067
8.18975627400282e-6,7717199.37503106
8.18091216141522e-6,7715889.80966669
8.17206698359999e-6,7714578.70016185
8.16322073899266e-6,7713266.0428101
8.15437342603005e-6,7711951.83389247
8.14552504312713e-6,7710636.06967358
8.13667558869326e-6,7709318.74640421
8.12782506116127e-6,7707999.86032617
8.11897345893828e-6,7706679.40766399
8.11012078042203e-6,7705357.38462757
8.10126702401685e-6,7704033.78741482
8.09241218812381e-6,7702708.61220989
8.08355627114382e-6,7701381.85518371
8.07469927145513e-6,7700053.51249009
8.06584118744222e-6,7698723.58027048
8.05698201748611e-6,7697392.05465237
8.04812175996752e-6,7696058.93174965
8.03926041324475e-6,7694724.20765888
8.03039797569493e-6,7693387.87846616
8.02153444567925e-6,7692049.94024121
8.01266982155883e-6,7690710.38903996
8.00380410167304e-6,7689369.2209008
7.99493728438027e-6,7688026.43185146
7.98606936802373e-6,7686682.01790312
7.9772003509472e-6,7685335.975053
7.96833023147369e-6,7683988.29928068
7.95945900793354e-6,7682638.98655279
7.95058667865539e-6,7681288.03282144
7.9417132419695e-6,7679935.43402467
7.93283869617443e-6,7678581.18608073
7.92396303958954e-6,7677225.28489692
7.91508627052161e-6,7675867.72636387
7.90620838726844e-6,7674508.50635606
7.89732938813442e-6,7673147.62073439
7.88844927139774e-6,7671785.06534053
7.87956803536221e-6,7670420.83600569
7.87068567830052e-6,7669054.92854083
7.86180219849396e-6,7667687.33874338
7.85291759420003e-6,7666318.06239164
7.8440318637038e-6,7664947.0952535
7.83514500526188e-6,7663574.43307674
7.82625701712993e-6,7662200.07159366
7.81736789756626e-6,7660824.00652167
7.80847764481192e-6,7659446.23355972
7.79958625710623e-6,7658066.74839095
7.79069373270205e-6,7656685.54668524
7.78180006982277e-6,7655302.62409166
7.77290526668953e-6,7653917.9762431
7.76400932153651e-6,7652531.59875892
7.75511223256833e-6,7651143.48723735
7.74621399801013e-6,7649753.63726422
7.73731461605375e-6,7648362.04440344
7.72841408490766e-6,7646968.70420564
7.71951240277765e-6,7645573.61220475
7.71060956784803e-6,7644176.76391458
7.70170557829703e-6,7642778.15483143
7.692800432312e-6,7641377.78043669
7.68389412807064e-6,7639975.6361935
7.674986663745e-6,7638571.71754726
7.66607803749429e-6,7637166.01992438
7.65716824748009e-6,7635758.53873482
7.64825729185916e-6,7634349.26937073
7.63934516877638e-6,7632938.20720513
7.63043187637993e-6,7631525.34759452
7.6215174128032e-6,7630110.68587555
7.61260177618006e-6,7628694.21736766
7.60368496463785e-6,7627275.93737172
7.59476697629069e-6,7625855.84116878
7.5858478092655e-6,7624433.9240246
7.57692746166251e-6,7623010.18118249
7.56800593159222e-6,7621584.60786986
7.55908321714707e-6,7620157.19929301
7.55015931642735e-6,7618727.95064172
7.54123422752385e-6,7617296.85708601
7.53230794851153e-6,7615863.91377494
7.52338047746465e-6,7614429.11583916
7.51445181246101e-6,7612992.4583917
7.50552195156506e-6,7611553.93652469
7.49659089283233e-6,7610113.54531016
7.48765863431396e-6,7608671.27980072
7.47872517406109e-6,7607227.13503023
7.46979051011876e-6,7605781.10601266
7.46085464050958e-6,7604333.18773895
7.45191756326966e-6,7602883.37518348
7.44297927643212e-6,7601431.66330096
7.43403977800064e-6,7599978.04702153
7.42509906599558e-6,7598522.52125899
7.41615713841719e-6,7597065.08090406
7.40721399327092e-6,7595605.72082888
7.3982696285413e-6,7594144.43588208
7.38932404222742e-6,7592681.22089523
7.38037723230669e-6,7591216.07067605
7.37142919674999e-6,7589748.98001109
7.3624799335264e-6,7588279.94366649
7.35352944059794e-6,7586808.95638691
7.34457771592433e-6,7585336.01289629
7.33562475745787e-6,7583861.10789678
7.3266705631383e-6,7582384.2360677
7.31771513090781e-6,7580905.3920682
7.30875845869597e-6,7579424.57053433
7.29980054442485e-6,7577941.7660799
7.29084138601397e-6,7576456.97329728
7.2818809813755e-6,7574970.18675638
7.27291932841931e-6,7573481.40100546
7.26395642503846e-6,7571990.61056837
7.25499226913393e-6,7570497.80994895
7.24602685858078e-6,7569002.99362468
7.23706019126259e-6,7567506.15605292
7.22809226505712e-6,7566007.29166818
7.21912307782239e-6,7564506.39487933
7.21015262742124e-6,7563003.4600741
7.20118091170736e-6,7561498.48161635
7.19220792853066e-6,7559991.45384694
7.18323367572358e-6,7558482.37108102
7.17425815111614e-6,7556971.22761075
7.16528135254119e-6,7555458.01770618
7.15630327781164e-6,7553942.73561076
7.14732392474477e-6,7552425.37554589
7.1383432911396e-6,7550905.93170643
7.12936137480119e-6,7549384.39826525
7.12037817351822e-6,7547860.76936876
7.11139368506872e-6,7546335.03913791
7.10240790723494e-6,7544807.20167091
7.0934208377905e-6,7543277.25104061
7.08443247448785e-6,7541745.18129194
7.0754428150915e-6,7540210.98644821
7.06645185734719e-6,7538674.66050501
7.05745959899688e-6,7537136.19743295
7.04846603777552e-6,7535595.59117691
7.03947117140793e-6,7534052.83565529
7.03047499760572e-6,7532507.92475929
7.02147751409122e-6,7530960.85235737
7.01247871856752e-6,7529411.61228933
7.00347860872469e-6,7527860.19836734
6.99447718226353e-6,7526306.60438043
6.98547443685732e-6,7524750.8240869
6.97647037018457e-6,7523192.85122055
6.96746497990871e-6,7521632.67948657
6.95845826369309e-6,7520070.3025643
6.9494502191897e-6,7518505.7141049
6.94044084403677e-6,7516938.90773071
6.93143013587383e-6,7515369.87703806
6.92241809233064e-6,7513798.61559492
6.91340471102501e-6,7512225.11694036
6.90438998957784e-6,7510649.3745873
6.89537392558522e-6,7509071.38201688
6.88635651665074e-6,7507491.1326847
6.87733776035784e-6,7505908.62001514
6.86831765429343e-6,7504323.83740592
6.85929619602911e-6,7502736.77822417
6.85027338313626e-6,7501147.43580933
6.84124921315917e-6,7499555.80346759
6.83222368365541e-6,7497961.87447974
6.82319679216897e-6,7496365.6420957
6.81416853622068e-6,7494767.09953244
6.80513891334821e-6,7493166.23998173
6.79610792106323e-6,7491563.05660149
6.78707555686689e-6,7489957.54251866
6.77804181826487e-6,7488349.69083206
6.76900670274989e-6,7486739.4946087
6.75997020780063e-6,7485126.94688338
6.75093233088896e-6,7483512.04066
6.74189306948706e-6,7481894.76891276
6.73285242105034e-6,7480275.12458258
6.72381038302488e-6,7478653.1005784
6.71476695284665e-6,7477028.68977685
6.70572212795683e-6,7475401.88502514
6.6966759057694e-6,7473772.67913434
6.68762828370246e-6,7472141.06488552
6.67857925915408e-6,7470507.03502467
6.66952882952559e-6,7468870.58226725
6.66047699220558e-6,7467231.6992947
6.6514237445697e-6,7465590.37875428
6.64236908398844e-6,7463946.61326038
6.63331300781925e-6,7462300.39539279
6.62425551341437e-6,7460651.71769804
6.6151965981132e-6,7459000.57268767
6.60613625925021e-6,7457346.95283963
6.59707449414748e-6,7455690.85059659
6.58801130011515e-6,7454032.25836578
6.5789466744594e-6,7452371.16852043
6.56988061448289e-6,7450707.57339969
6.56081311746269e-6,7449041.46530384
6.55174418068113e-6,7447372.83650045
6.54267380139647e-6,7445701.67921812
6.53360197687367e-6,7444027.98565262
6.5245287043554e-6,7442351.74796066
6.51545398108532e-6,7440672.95826452
6.50637780428694e-6,7438991.60864744
6.49730017117952e-6,7437307.6911567
6.48822107897193e-6,7435621.19780211
6.47914052486395e-6,7433932.12055606
6.47005850604033e-6,7432240.45135208
6.46097501968681e-6,7430546.18208791
6.45189006296268e-6,7428849.30461958
6.44280363303853e-6,7427149.81076905
6.43371572705469e-6,7425447.69231529
6.42462634215186e-6,7423742.94100045
6.41553547545151e-6,7422035.5485255
6.40644312407917e-6,7420325.50655492
6.39734928513808e-6,7418612.80671089
6.38825395573252e-6,7416897.44057799
6.37915713294189e-6,7415179.39969742
6.37005881384415e-6,7413458.6755718
6.36095899550412e-6,7411735.25966235
6.35185767497604e-6,7410009.14338926
6.34275484930605e-6,7408280.31813192
6.333650515528e-6,7406548.77522778
6.32454467066613e-6,7404814.50597269
6.31543731173112e-6,7403077.50161977
6.30632843572297e-6,7401337.75337976
6.29721803963404e-6,7399595.25242144
6.28810612043857e-6,7397849.98986908
6.27899267510942e-6,7396101.9568058
6.2698777006011e-6,7394351.14426962
6.26076119385989e-6,7392597.5432554
6.251643151814e-6,7390841.14471241
6.24252357139701e-6,7389081.93954915
6.23340244951175e-6,7387319.91862523
6.22427978306712e-6,7385555.07275909
6.2151555689424e-6,7383787.39271995
6.20602980402407e-6,7382016.86923555
6.19690248517049e-6,7380243.49298414
6.18777360923576e-6,7378467.25459944
6.17864317306731e-6,7376688.14466977
6.16951117349085e-6,7374906.15373449
6.16037760732776e-6,7373121.27228754
6.1512424713803e-6,7371333.49077381
6.14210576244906e-6,7369542.79959278
6.13296747731214e-6,7367749.18909355
6.12382761274277e-6,7365952.64957843
6.11468616549521e-6,7364153.17129958
6.10554313232235e-6,7362350.7444625
6.09639850994954e-6,7360545.35921997
6.08725229509861e-6,7358737.00567705
6.07810448448066e-6,7356925.67388916
6.06895507479528e-6,7355111.35386157
6.05980406272379e-6,7353294.0355476
6.05065144493494e-6,7351473.70884953
6.04149721808452e-6,7349650.36361816
6.0323413788212e-6,7347823.98965385
6.02318392377426e-6,7345994.57670339
6.01402484956573e-6,7344162.11446237
6.00486415280446e-6,7342326.59257355
5.99570183008042e-6,7340488.00062519
5.98653787797121e-6,7338646.32815219
5.97737229304256e-6,7336801.56463583
5.96820507185486e-6,7334953.69950491
5.95903621094043e-6,7333102.72213024
5.94986570683388e-6,7331248.62183117
5.94069355604384e-6,7329391.3878688
5.93151975506603e-6,7327531.00944857
5.92234430039036e-6,7325667.4757215
5.91316718848501e-6,7323800.77578025
5.90398841580971e-6,7321930.89866169
5.89480797881169e-6,7320057.83334564
5.8856258739162e-6,7318181.56875233
5.87644209754005e-6,7316302.09374505
5.86725664608242e-6,7314419.39712772
5.85806951593287e-6,7312533.4676463
5.84888070346819e-6,7310644.2939877
5.83969020503821e-6,7308751.86477605
5.83049801699108e-6,7306856.16857818
5.82130413565932e-6,7304957.19389997
5.81210855735191e-6,7303054.9291841
5.80291127837413e-6,7301149.36281427
5.79371229500337e-6,7299240.48310909
5.78451160351471e-6,7297328.27832767
5.77530920016258e-6,7295412.73666492
5.76610508118477e-6,7293493.84625201
5.75689924280635e-6,7291571.59515689
5.74769168123843e-6,7289645.97138354
5.73848239267703e-6,7287716.96287128
5.72927137329163e-6,7285784.55749161
5.72005861925106e-6,7283848.74305388
5.71084412670163e-6,7281909.50729965
5.70162789177216e-6,7279966.83790344
5.69240991058426e-6,7278020.72247469
5.68319017923143e-6,7276071.14855236
5.67396869379495e-6,7274118.10360817
5.66474545034936e-6,7272161.57504752
5.65552044493719e-6,7270201.55020289
5.64629367360061e-6,7268238.016341
5.63706513235157e-6,7266270.9606551
5.6278348171934e-6,7264300.37026973
5.61860272411189e-6,7262326.232238
5.60936884907678e-6,7260348.53354152
5.60013318803342e-6,7258367.26108781
5.59089573691969e-6,7256382.40171395
5.58165649165306e-6,7254393.94218287
5.57241544813282e-6,7252401.86918339
5.5631726022426e-6,7250406.16933032
5.55392794984804e-6,7248406.82916334
5.54468148679477e-6,7246403.835146
5.53543320891634e-6,7244397.17366706
5.52618311202282e-6,7242386.83103721
5.51693119190917e-6,7240372.79349054
5.50767744435399e-6,7238355.0471837
5.49842186511859e-6,7236333.57819508
5.48916444993665e-6,7234308.3725217
5.47990519453294e-6,7232279.41608328
5.47064409461338e-6,7230246.69471916
5.46138114586499e-6,7228210.19418777
5.45211634395144e-6,7226169.90016488
5.44284968452283e-6,7224125.79824543
5.43358116320695e-6,7222077.87394082
5.42431077561487e-6,7220026.11267962
5.41503851734196e-6,7217970.49980726
5.40576438395547e-6,7215911.02058227
5.39648837100991e-6,7213847.66017956
5.38721047403967e-6,7211780.40368787
5.3779306885566e-6,7209709.23610859
5.3686490100523e-6,7207634.14235563
5.35936543400519e-6,7205555.10725661
5.35007995586974e-6,7203472.11554946
5.34079257107957e-6,7201385.15188253
5.33150327505078e-6,7199294.20081479
